"candidate_id"|"content"
"63835"|"<p>Availability/Notice period: 60 Days</p><p>Technical experience: 15+ yrs in IT | 5+ yrs in GCP</p><p>Industries/Sectors worked in: Financial, E-commerce</p><p>Certificates: No</p><p>Timezone working in: IST</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 31 Lkhs now---Expecting 40 Lakhs per Annum</p><p>Limited company: No</p><p><br />Availability to interview: Immediate</p><p>Notes: He is a GCP Technical Architect but don't have enough connections in Linkedin to justify the same(Probably has a secondary account for recruiters.)</p>"
"63844"|"<p>Availability/Notice period: 2 weeks&nbsp;</p><p>Technical experience: 7.5 years IT | 5.5 years Devops | 2 years GCP</p><p>Industries/Sectors worked in: Finance</p><p>Certificates: Redhat | AWS | Kubernetes</p><p>Time zone working in: IST&nbsp;</p><p>Open to remote/onsite: Remote&nbsp;</p><p>Location: India</p><p>Fee: 120 EUR per day&nbsp;</p><p>Limited company: Newforce submission</p><p>Availability to interview: 5.00pm</p><p>Notes: Good Devops experience and has supported multiple industries</p>"
"62955"|"<p>Availability/Notice period: 1st July (will be available)&nbsp;</p><p>Technical experience: 24 years in IT | 8 years experience in SF</p><p>Industries/Sectors worked in: <span style=""color: rgba(0, 0, 0, 0.9); font-family: -apple-system, system-ui, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', 'Fira Sans', Ubuntu, Oxygen, 'Oxygen Sans', Cantarell, 'Droid Sans', 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol', 'Lucida Grande', Helvetica, Arial, sans-serif; font-size: 14px; background-color: #ffffff; float: none; display: inline;"">Telecommunication, Energy Industry, Automotive, Banking and Transportation</span>&nbsp;</p><p>Certificates: 1x Certified</p><p>Time zone working in: CET</p><p>Open to remote/onsite: Remote</p><p>Location: Spain&nbsp;</p><p>Fee: 700 EUR per day&nbsp;</p><p>Limited company: Yes</p><p><br />Availability to interview: Immediate</p><p>Notes: Only open to remote and will consider Persistent Systems as a contractor only. Speaks German. Waiting on resume to be submitted.&nbsp;</p>"
"64007"|"<p>Availability/Notice period:&nbsp;Immediate (finishing part-time projects) | 4 hours | 4 weeks notice&nbsp;</p><p>Technical experience:&nbsp;</p><p>Industries/Sectors worked in:&nbsp;</p><p>Certificates: No&nbsp;</p><p>Time zone working in:&nbsp;CST fine&nbsp;</p><p>Open to remote/onsite:&nbsp;</p><p>Location: UK Citezen&nbsp;</p><p>Limited company: Yes 6 years&nbsp;</p><p>Fee:&nbsp;645 EUR (550 GBP)&nbsp;</p><p>Limited company: Yes&nbsp;</p><p>Availability to interview:&nbsp;3pm BST&nbsp;</p><p>Notes: SAP x2 verions / Commerce cloud</p>"
"64010"|"<p>Availability/Notice period: 15th June</p><p>Technical experience: 5+ in IT | 5+ in Devops | 3+ GCP</p><p>Industries/Sectors worked in: Healthcare, BFSI, Retail</p><p>Certificates: No</p><p>Timezone working in: IST</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 15 LPA..30 LPA</p><p>Limited company:</p><p>End Client:</p><p>Immigration status :</p><p><br />Availability to interview:&nbsp;</p><p>Notes: Not interested in Contract</p>"
"64057"|"<p>Availability/Notice period: 60 Days</p><p>Technical experience: 6+ in IT | 5+ in Devops | 4+ in GCP</p><p>Industries/Sectors worked in: Banking,Retail</p><p>Certificates: 2 (GCP, AWS)</p><p>Timezone working in: 3-12 am</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 26LPA..35LPA</p><p>Limited company:</p><p>End Client:</p><p>Immigration status :</p><p><br />Availability to interview:&nbsp;</p><p>Notes:&nbsp;</p>"
"63838"|"<p style=""box-sizing: content-box; margin: 0px 0px 4px; font-family: 'Open Sans', 'Helvetica Neue', Helvetica, Arial, sans-serif; color: #333333; font-size: 13px; background-color: rgba(238, 238, 238, 0.8);"">Availability/Notice period: 3 months (non negotiable) | Accenture</p><p style=""box-sizing: content-box; margin: 0px 0px 4px; font-family: 'Open Sans', 'Helvetica Neue', Helvetica, Arial, sans-serif; color: #333333; font-size: 13px; background-color: rgba(238, 238, 238, 0.8);"">Technical experience: 5.9 SFCC BE | SFRA&nbsp;</p><p style=""box-sizing: content-box; margin: 0px 0px 4px; font-family: 'Open Sans', 'Helvetica Neue', Helvetica, Arial, sans-serif; color: #333333; font-size: 13px; background-color: rgba(238, 238, 238, 0.8);"">Industries/Sectors worked in: Retail</p><p style=""box-sizing: content-box; margin: 0px 0px 4px; font-family: 'Open Sans', 'Helvetica Neue', Helvetica, Arial, sans-serif; color: #333333; font-size: 13px; background-color: rgba(238, 238, 238, 0.8);"">Certificates: Yes</p><p style=""box-sizing: content-box; margin: 0px 0px 4px; font-family: 'Open Sans', 'Helvetica Neue', Helvetica, Arial, sans-serif; color: #333333; font-size: 13px; background-color: rgba(238, 238, 238, 0.8);"">Timezone working in: 10.30 - 7.00pm&nbsp;</p><p style=""box-sizing: content-box; margin: 0px 0px 4px; font-family: 'Open Sans', 'Helvetica Neue', Helvetica, Arial, sans-serif; color: #333333; font-size: 13px; background-color: rgba(238, 238, 238, 0.8);"">Open to remote/onsite: Remote&nbsp;</p><p style=""box-sizing: content-box; margin: 0px 0px 4px; font-family: 'Open Sans', 'Helvetica Neue', Helvetica, Arial, sans-serif; color: #333333; font-size: 13px; background-color: rgba(238, 238, 238, 0.8);"">Location: India</p><p style=""box-sizing: content-box; margin: 0px 0px 4px; font-family: 'Open Sans', 'Helvetica Neue', Helvetica, Arial, sans-serif; color: #333333; font-size: 13px; background-color: rgba(238, 238, 238, 0.8);"">Fee: 130 EUR per day</p><p style=""box-sizing: content-box; margin: 0px 0px 4px; font-family: 'Open Sans', 'Helvetica Neue', Helvetica, Arial, sans-serif; color: #333333; font-size: 13px; background-color: rgba(238, 238, 238, 0.8);"">Limited company: Represented by NF</p><p style=""box-sizing: content-box; margin: 0px 0px 4px; font-family: 'Open Sans', 'Helvetica Neue', Helvetica, Arial, sans-serif; color: #333333; font-size: 13px; background-color: rgba(238, 238, 238, 0.8);""><br style=""box-sizing: content-box;"" />Availability to interview: Immediate</p><p style=""box-sizing: content-box; margin: 0px 0px 4px; font-family: 'Open Sans', 'Helvetica Neue', Helvetica, Arial, sans-serif; color: #333333; font-size: 13px; background-color: rgba(238, 238, 238, 0.8);"">Notes: Has supported Pandora in India before. Not in notice period. Not available immediately&nbsp;</p>"
"63857"|"<p>Availability/Notice period: 7Th June (Serving Notice)</p><p>Technical experience: 8.5 yrs in IT 3.5 in GCP</p><p>Industries/Sectors worked in:&nbsp;</p><p>Certificates: GCP</p><p>Timezone working in:&nbsp; IST</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 34 LPA Offer in Hand (23 Right now)</p><p>Limited company: No</p><p><br />Availability to interview: After 4 pm Mon-Fri</p><p>Notes: Not proficient with Python, Pyspark, Spark</p>"
"64011"|"<p>Availability/Notice period: 90 Days</p><p>Technical experience: 12+ in IT | 4+ in Devops | 2+ in GCP</p><p>Industries/Sectors worked in: Retail, Banking, Telecom</p><p>Certificates: 4</p><p>Timezone working in: CET</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 24 LPA now..35 LPA</p><p>Limited company:</p><p>End Client:</p><p>Immigration status :</p><p><br />Availability to interview:&nbsp;</p><p>Notes:&nbsp;</p>"
"64014"|"<p>Availability/Notice period: 90 days, last day 22nd july &nbsp;</p><p>Technical experience:8+ years in sfcc, 2 years scrum master&nbsp;</p><p>Industries/Sectors worked in:e commerce&nbsp;</p><p>Certificates:&nbsp;</p><p>Timezone working in: 11am ist - 9pm ist&nbsp;</p><p>Open to remote/onsite: remote&nbsp;</p><p>Location: India</p><p>Visa status (if applicable):</p><p>Fee: currently getting 13 Lahks -&nbsp; submitted&nbsp;17euro per hour</p><p>Limited company: umbrella</p><p>Interview availability: 4-5:30 pm ist monday - friday&nbsp;</p><p>Notes:</p>"
"63798"|"<p>Availability/Notice period:&nbsp; 25th May</p><p>Technical experience: 11.5 Exp in IT | 4 Yrs in GCP</p><p>Industries/Sectors worked in:&nbsp; Fiance</p><p>Certificates: GCP Architect</p><p>Time zone working in: IST</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 24.47 Now.. 35 Lakhs Expecting</p><p>&nbsp; &nbsp; &nbsp; &nbsp;15 EURO IS OK</p><p>Limited company:Availability to interview:&nbsp;</p><p>IMMEDIATE AFTER 6PM IST</p><p>Notes: Has&nbsp;offer looiking elsewhere&nbsp;</p>"
"63856"|"<p>Availability/Notice period: 30 Days</p><p>Technical experience: 15+ in It 4+ in GCP(Data Engineer)</p><p>Industries/Sectors worked in: Finance, Banking</p><p>Certificates: GCP and AWS</p><p>Timezone working in:&nbsp; IST</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 55 Lakhs right now (Open to Contracting)</p><p>Limited company: No</p><p><br />Availability to interview:&nbsp;</p><p>Notes: Not fluent in Pyspark, Also expectation too high for the role.</p>"
"63854"|"<p>Availability/Notice period: 15 Days</p><p>Technical experience:9+ in IT | 6+ in SFCC | 1+ in Automation</p><p>Industries/Sectors worked in: E-Commerce</p><p>Certificates: ISTQB</p><p>Timezone working in: IST</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 17 EUR</p><p>Limited company:</p><p>End Client:</p><p>Immigration status :</p><p><br />Availability to interview:&nbsp;</p><p>Notes: Submitted by Rastech.<br />Not very good in Automation.</p>"
"63868"|"<p>Availability/Notice period: 90 Days</p><p>Technical experience: 6 yrs in IT | 2+ in SFCC</p><p>Industries/Sectors worked in: e-commerce, Trading</p><p>Certificates: OTJP,</p><p>Timezone working in: CET</p><p>Open to remote/onsite:&nbsp; Remote</p><p>Location: India</p><p>Fee: 6.5 LPA 10 Euros</p><p>Limited company: No</p><p><br />Availability to interview: 2-5pm IST</p><p>Notes: No Automation</p>"
"64021"|"<p>Availability/Notice period: immediate</p><p>Technical experience:7 years, 4years azure</p><p>Industries/Sectors worked in:&nbsp;</p><p>Certificates:&nbsp;</p><p>Timezone working in: 9-5 cet&nbsp;</p><p>Open to remote/onsite: yes</p><p>Location: <span style=""color: rgba(0, 0, 0, 0.6); font-family: -apple-system, system-ui, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', 'Fira Sans', Ubuntu, Oxygen, 'Oxygen Sans', Cantarell, 'Droid Sans', 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol', 'Lucida Grande', Helvetica, Arial, sans-serif; font-size: 12px; background-color: #ffffff; float: none; display: inline;"">Zaandam</span> / netherlands</p><p>Visa status (if applicable):</p><p>Fee: 560per day</p><p>Limited company:&nbsp;</p><p>Interview availability:monday-friday&nbsp;</p><p>Notes: 30mins by train, payroll sorted</p>"
"64059"|"<p>Availability/Notice period: 1 Week</p><p>Technical experience: 6+ in IT | 6+ in SFCC | 1+ in Automation</p><p>Industries/Sectors worked in: E-Commerce, Retail</p><p>Certificates: ISTQB</p><p>Timezone working in: 11-8</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 15 Euros</p><p>Limited company:</p><p>End Client:</p><p>Immigration status :</p><p><br />Availability to interview:&nbsp;</p><p>Notes: Submitteb by Rastech</p>"
"64072"|"<p>Availability/Notice period: 20th Sep</p><p>Technical experience: 7+ in IT | 4+ in Devops | 4+ in GCP</p><p>Industries/Sectors worked in: Banking, Finance</p><p>Certificates: GCP&nbsp; Cloud Architect</p><p>Timezone working in: IST</p><p>Open to remote/onsite:&nbsp; Remote</p><p>Location:&nbsp; India</p><p>Fee:&nbsp; 23 LPA...34LPA...38 LPA</p><p>Limited company:</p><p>End Client:</p><p>Immigration status :</p><p><br />Availability to interview:&nbsp;</p><p>Notes:&nbsp;</p>"
"64136"|"<p>Availability/Notice period: Immediately</p><p>Technical experience: 4+ in IT | 4+ in Security</p><p>Industries/Sectors worked in: Banking, Healthcare</p><p>Certificates: 7 (AWS)</p><p>Timezone working in: IST</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 40 LPA...50 LPA</p><p>Limited company:</p><p>End Client:</p><p>Immigration status :</p><p><br />Availability to interview:&nbsp;</p><p>Notes:&nbsp;</p>"
"63801"|"<p>Tried to call. But No Answer.</p><p>Availability/Notice period:&nbsp;</p><p>Technical experience:&nbsp;</p><p>Industries/Sectors worked in:&nbsp;</p><p>Certificates:&nbsp;</p><p>Timezone working in:&nbsp;</p><p>Open to remote/onsite:&nbsp;</p><p>Location:&nbsp;</p><p>Fee:&nbsp;</p><p>Limited company:</p><p><br />Availability to interview:&nbsp;</p>"
"63864"|"<p>Availability/Notice period: 2 weeks&nbsp;</p><p>Technical experience: 12 years IT | 6 years Salesforce&nbsp;</p><p>Industries/Sectors worked in: Automotive, Healthcare and Telecom</p><p>Certificates: 1x Certified&nbsp;</p><p>Time zone working in: CET</p><p>Open to remote/onsite: Remote&nbsp;</p><p>Location: Berlin, Germany&nbsp;</p><p>Fee: 100,000 EUR per annum</p><p>Limited company: N/A</p><p><br />Availability to interview: Immediate</p><p>Notes: Carried out multiple rollouts, interested in the following titles SF PM, Product Manager, Team Lead of Head of Projects.</p><p>Shared for to Persistent Systems&nbsp;</p>"
"63355"|"<p>Availability/Notice period: 2 weeks</p><p>Technical experience: 7 years experience | 5x Certified&nbsp;</p><p>Industries/Sectors worked in: Finance &amp; Automotive&nbsp;</p><p>Certificates: 5x Certified&nbsp;</p><p>Time zone working in: BST (UK)</p><p>Open to remote/onsite: Remote&nbsp;</p><p>Location: West London, Uxbridge</p><p>Fee: 600 (inside IR35)&nbsp;</p><p>Limited company: Has her own&nbsp;</p><p>Availability to interview: Immediate</p><p>Notes: On tier 2 dependant visa expires 2024</p><p>Will share for SF Developer Wipro role&nbsp;</p>"
"63870"|"<p>Availability/Notice period: 90 Days</p><p>Technical experience: 12+ in IT | 5+ in SFCC | 2+ in Automation</p><p>Industries/Sectors worked in: E-commerce, Retail</p><p>Certificates: No</p><p>Timezone working in: CET</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee:&nbsp; 11 Euros</p><p>Limited company: No</p><p><br />Availability to interview: Mon- Thu 2-5 pm IST</p><p>Notes: He is good to go.</p>"
"64022"|"<p>Availability/Notice period: 1st july</p><p>Technical experience:20 years, 6years azure</p><p>Industries/Sectors worked in:&nbsp;</p><p>Certificates:&nbsp;</p><p>Timezone working in: 9-5 cet&nbsp;</p><p>Open to remote/onsite: yes</p><p>Location: amsterdam</p><p>Visa status (if applicable):</p><p>Fee: 880 euros per day</p><p>Limited company:&nbsp;&nbsp;</p><p>Interview availability:monday-friday&nbsp;</p><p>Notes:&nbsp;</p>"
"64073"|"<p>Availability/Notice period: 90 Days</p><p>Technical experience: 4+ in IT | 4+ in Devops | 3+ in GCP</p><p>Industries/Sectors worked in: Banking, Medicare</p><p>Certificates: Terraform</p><p>Timezone working in: IST</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 8 LPA..15LPA...18 LPA</p><p>Limited company:</p><p>End Client:</p><p>Immigration status :&nbsp;</p><p><br />Availability to interview:&nbsp;</p><p>Notes:&nbsp;</p>"
"63804"|"<p>Availability/Notice period: 3 Months</p><p>Technical experience: 3+ Devops</p><p>Industries/Sectors worked in: Aviation and Financial</p><p>Certificates:&nbsp;</p><p>Timezone working in:&nbsp; EST (US)</p><p>Open to remote/onsite:&nbsp;</p><p>Location: Bangalore</p><p>Fee: 8- 10 Euros</p><p>Limited company:&nbsp;</p><p><br />Availability to interview: 9am to 12pm IST</p>"
"63807"|"<p>Availability/Notice period: 5th June</p><p>Technical experience: 8 Years | 5 Yrs in Data Engineering</p><p>Industries/Sectors worked in: Media, Insurance &amp; Financial, Health</p><p>Certificates: AWS Solution Architect Associate</p><p>Timezone working in: IST</p><p>Open to remote/onsite:&nbsp; Remote</p><p>Location:&nbsp; India</p><p>Fee: 15 Euros</p><p>Limited company:&nbsp;</p><p><br />Availability to interview: Anytime after 6pm IST</p>"
"63830"|"<p>Availability/Notice period: 2 weeks</p><p>Technical experience: 10+ in IT | 5+ in React</p><p>Industries/Sectors worked in: HR, E-commerce, Telcom, Financial</p><p>Certificates: React, Blockchain, Game Development, Java</p><p>Timezone working in: GMT+3</p><p>Open to remote/onsite: Remote</p><p>Location: Turkey</p><p>Fee: 220 Euros Per Day</p><p>Limited company: Yes(Dubai)</p><p><br />Availability to interview: 9- 12 (GMT+3)</p><p>Notes: HE is Looking for a good team with emerging technologies.</p>"
"63840"|"<p>Availability/Notice period: 60 Days</p><p>Technical experience: 7+ in IT | 2+ in GCP&nbsp;</p><p>Industries/Sectors worked in: Transport, Finance, Insurance</p><p>Certificates: AWS</p><p>Timezone working in:&nbsp; IST</p><p>Open to remote/onsite:&nbsp; Remote</p><p>Location: India</p><p>Fee: 17 Euros per hour</p><p>Limited company: No</p><p><br />Availability to interview:&nbsp; Immediate</p><p>Notes: She has experience in GCP but she says she is more proficient in AWS and Azure</p>"
"63860"|"<p>Availability/Notice period: 90 Days (Probably Negotiable)</p><p>Technical experience: 5 Yrs in IT , Under a year in GCP Devops</p><p>Industries/Sectors worked in: Banking, Madicare, Media</p><p>Certificates: 4 Certifications in GCP</p><p>Timezone working in: IST</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee:&nbsp; 18 Lakhs Right Now...Looking only permanent But may agree to Contacting at 20 Euros.</p><p>Limited company:&nbsp; No</p><p><br />Availability to interview:&nbsp;</p><p>Notes: Very Skilled ..can consider for architect</p>"
"63873"|"<p>Availability/Notice period: 60Days</p><p>Technical experience: 7.5 in IT | 7.5 in SFCC</p><p>Industries/Sectors worked in: E-Commerce</p><p>Certificates: ISTQB</p><p>Timezone working in: IST</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 11 Euros</p><p>Limited company: No</p><p><br />Availability to interview: 3-5 pm</p><p>Notes:&nbsp;</p>"
"63818"|"<p>Availability/Notice period: 60 Days</p><p>Technical experience: 12+ Yrs in IT| 7+ in SF QA</p><p>Industries/Sectors worked in: Healthcare, Financial, Insurance</p><p>Certificates: SF Administration, Sales Cloud, Velocity Consultant</p><p>Timezone working in:&nbsp; IST</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 12 Euros per Hour</p><p>Limited company: No</p><p><br />Availability to interview:&nbsp; Next Week</p><p>Notes: She seems Confident enough</p>"
"63831"|"<p>Availability/Notice period: 75 Days- Already serving Notice-( But Available to start with in a week after the Interview)</p><p>Technical experience: 6 yrs in IT| 4+ in SFCC BE</p><p>Industries/Sectors worked in: E- commerce</p><p>Certificates: SFCC&nbsp;</p><p>Timezone working in: IST</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee:&nbsp;</p><p>Limited company:&nbsp;</p><p><br />Availability to interview: Apart from 2-4pm IST</p><p>Notes: Little low on the communication(English)</p>"
"63839"|"<p>Availability/Notice period: 60 Days</p><p>Technical experience: 7 in IT | 3+ in GCP</p><p>Industries/Sectors worked in: Financial, Automotive, Aviation</p><p>Certificates: NO</p><p>Timezone working in:&nbsp; Europe</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 40 lakhs per Annum</p><p>Limited company: No&nbsp;</p><p><br />Availability to interview: Immediately</p><p>Notes:&nbsp;</p>"
"63861"|"<p>Availability/Notice period: 90 (Negotiable to 60)</p><p>Technical experience: Devops 5+ yrs in IT and GCP 2+&nbsp;</p><p>Industries/Sectors worked in: Transport, E-commerce</p><p>Certificates: Azure</p><p>Timezone working in: European&nbsp;</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 13 LPa now---20 LPA expected</p><p>Agreed for Contract at 13 Euros</p><p>Limited company: No</p><p><br />Availability to interview: Immediate</p><p>Notes:&nbsp;</p>"
